org_id,pwsid,is_multiple_pwsid,supplier_name,uwmp_year,forecast_start_date,forecast_end_date,water_use_acre_feet,water_supplies_acre_feet,benefit_supply_augmentation_acre_feet,benefit_demand_reduction_acre_feet
1157,CA3310016,FALSE,hemet  city of,2020,2023-01-01,2023-12-31,4733,4539,0,194
1166,CA3610024,FALSE,hesperia water district,2020,2023-01-01,2023-12-31,14770,14770,NA,NA
1167,CA3610073,FALSE,hi desert water district,2020,2023-01-01,2023-12-31,3012,3012,NA,NA
1181,CA4110016,FALSE,hillsborough  town of,2020,2023-01-01,2023-12-31,3304,1803,NA,1501
1188,CA3510001,FALSE,hollister  city of,2020,2023-01-01,2023-12-31,6917,6225,0,692
1209,NA,NA,humboldt bay municipal water district,2020,2023-01-01,2023-12-31,9358,45000,NA,NA
1210,CA1210009,FALSE,humboldt community services district,2020,2023-01-01,2023-12-31,721,1235,NA,NA
1215,CA3010053,FALSE,huntington beach  city of,2020,2023-01-01,2023-12-31,27799,27799,0,0
1217,CA1910049,FALSE,huntington park  city of,2020,2023-01-01,2023-12-31,4510,5100,0,451
1225,CA1310006,FALSE,imperial  city of,2020,2023-01-01,2023-12-31,1070,1070,0,107
1234,CA1510017,FALSE,indian wells valley water district,2020,2023-01-01,2023-12-31,6850,20000,NA,NA
1236,CA3310020,FALSE,indio  city of,2020,2023-01-01,2023-12-31,22935,22935,NA,NA
1238,CA1910051,FALSE,inglewood  city of,2020,2023-01-01,2023-12-31,11344,14250,NA,NA
1239,NA,NA,inland empire utilities agency,2020,2023-01-01,2023-12-31,109911,150972,0,0
1245,CA3010092,FALSE,irvine ranch water district,2020,2023-01-01,2023-12-31,83119,156703,NA,2571
1270,CA3610025,FALSE,joshua basin water district,2020,2023-01-01,2023-12-31,1296,1211,NA,NA
1273,CA3310021,FALSE,jurupa community service district,2020,2023-01-01,2023-12-31,24185,32699,NA,NA
1286,CA1010018,FALSE,kerman  city of,2020,2023-01-01,2023-12-31,1055,792,NA,263
1288,NA,NA,kern county water agency improvement district no 4,2020,2023-01-01,2023-12-31,62575,59593,2982,NA
1324,CA3010018,FALSE,la habra  city of,2020,2023-01-01,2023-12-31,9217,9217,0,0
1327,CA3010100,FALSE,la palma  city of,2020,2023-01-01,2023-12-31,2021,2021,0,0
1333,CA1910062,FALSE,la verne  city of,2020,2023-01-01,2023-12-31,6718,7031,0,0
1335,CA3010017,FALSE,laguna beach county water district,2020,2023-01-01,2023-12-31,3601,3601,NA,NA
1343,CA3610005,FALSE,lake arrowhead community services district,2020,2023-01-01,2023-12-31,1646.7,2527.5,0,198
1352,CA3310022,FALSE,lake hemet municipal water district,2020,2023-01-01,2023-12-31,15005,15005,NA,750
1368,CA3710013,FALSE,lakeside water district,2020,2023-01-01,2023-12-31,3500,3500,NA,NA
1370,CA1910239,FALSE,lakewood  city of,2020,2023-01-01,2023-12-31,7164,9882,0,0
1371,CA1510012,FALSE,lamont public utility district,2020,2023-01-01,2023-12-31,1282,2615,NA,NA
1384,CA1910225,FALSE,las virgenes municipal water district,2020,2023-01-01,2023-12-31,24763,24763,NA,NA
1388,CA3910015,FALSE,lathrop  city of,2020,2023-01-01,2023-12-31,7612,9949,0,0
1869,"CA1910021, CA1910161, CA1910211",TRUE,liberty utilities (park water) corp,2020,2023-01-01,2023-12-31,11590,11155,0,435
1424,CA3110004,FALSE,lincoln  city of,2020,2023-01-01,2023-12-31,14160,14160,NA,NA
1425,CA1910063,FALSE,lincoln avenue water company,2020,2023-01-01,2023-12-31,2056,3633,0,0
1427,CA5810002,FALSE,linda county water district,2020,2023-01-01,2023-12-31,3893,29195,2420,370
1432,CA5410006,FALSE,lindsay  city of,2020,2023-01-01,2023-12-31,2345,2129,NA,NA
1443,CA0110001,FALSE,livermore  city of,2020,2023-01-01,2023-12-31,2007,2007,0,0
1444,CA5010013,FALSE,livingston  city of,2020,2023-01-01,2023-12-31,2939,2840,NA,99
1450,CA3910004,FALSE,lodi  city of,2020,2023-01-01,2023-12-31,14389,16500,0,719
1452,CA3610013,FALSE,loma linda  city of,2020,2023-01-01,2023-12-31,5999,6899,NA,NA
1456,CA1910073,FALSE,lomita  city of,2020,2023-01-01,2023-12-31,2206,4000,0,221
1459,CA4210006,FALSE,lompoc  city of,2020,2023-01-01,2023-12-31,4991,10795,0,0
1464,CA1910065,FALSE,long beach  city of,2020,2023-01-01,2023-12-31,53463,83852,NA,NA
1473,CA1910067,FALSE,los angeles city department of water and power,2020,2023-01-01,2023-12-31,668600,668600,NA,NA
1481,CA1910204,FALSE,los angeles county waterworks district 29 - malibu & marina del rey,2020,2023-01-01,2023-12-31,8820,8015,NA,805
1484,"CA1910070, CA1910027, CA1910005, CA1910025, CA1910203",TRUE,los angeles county waterworks district 40 - antelope valley,2020,2023-01-01,2023-12-31,51570,70884,NA,NA
1487,CA2410005,FALSE,los banos  city of,2020,2023-01-01,2023-12-31,8327,8327,0,0
1506,CA1910079,FALSE,lynwood  city of,2020,2023-01-01,2023-12-31,5849,7942,NA,NA
1510,CA2010002,FALSE,madera  city of,2020,2023-01-01,2023-12-31,12424,12424,0,2485
1533,CA2610001,FALSE,mammoth community water district,2020,2023-01-01,2023-12-31,2408,1955,NA,722
1536,CA1910083,FALSE,manhattan beach  city of,2020,2023-01-01,2023-12-31,5926,5697,0,229
1539,CA3910005,FALSE,manteca  city of,2020,2023-01-01,2023-12-31,15969,17900,NA,NA
1546,CA2110003,FALSE,marin municipal water district,2020,2023-01-01,2023-12-31,35476,86430,0,0
1547,"CA2710017, CA2790009",TRUE,marina coast water district,2020,2023-01-01,2023-12-31,3898,10900,0,0
1554,CA0710006,FALSE,martinez  city of,2020,2023-01-01,2023-12-31,4575,4575,NA,NA
3056,CA1510013,FALSE,mcfarland  city of,2020,2023-01-01,2023-12-31,548,1496,NA,NA
1570,CA,FALSE,mckinleyville community services district,2020,2023-01-01,2023-12-31,457,949,0,0
1587,CA4110017,FALSE,menlo park  city of,2020,2023-01-01,2023-12-31,1192,628,0,564
1589,CA2410009,FALSE,merced  city of,2020,2023-01-01,2023-12-31,25807,25807,NA,NA
1596,CA3010004,FALSE,mesa water district,2020,2023-01-01,2023-12-31,18341,18341,0,0
1599,NA,NA,metropolitan water district of southern california,2020,2023-01-01,2023-12-31,1688000,1300000,388000,0
1605,CA4110001,FALSE,mid-peninsula water district,2020,2023-01-01,2023-12-31,1022,540,NA,482
1613,CA4110018,FALSE,millbrae  city of,2020,2023-01-01,2023-12-31,785,416,0,415
1619,CA4310005,FALSE,milpitas  city of,2020,2023-01-01,2023-12-31,4010,2468,0,1542
1626,"CA3310078, CA3310008, CA3310081",TRUE,mission springs water district,2020,2023-01-01,2023-12-31,8705,8705,NA,NA
1631,"CA5010023, CA5010034, CA5010029, CA5010033, CA5010031, CA5010005, CA5010010, CA5010035",TRUE,modesto  city of,2020,2023-01-01,2023-12-31,59441,74757,NA,NA
1632,NA,NA,modesto irrigation district,2020,2023-01-01,2023-12-31,23257,23257,NA,NA
1635,NA,NA,mojave water agency,2020,2023-01-01,2023-12-31,130000,130000,NA,NA
1639,CA1910090,FALSE,monrovia  city of,2020,2023-01-01,2023-12-31,8266,7986,0,280
1642,CA3610029,FALSE,monte vista water district,2020,2023-01-01,2023-12-31,22365,19095,0,3270
1644,CA1910091,FALSE,montebello land and water company,2020,2023-01-01,2023-12-31,2958,3363,NA,NA
1645,CA4210007,FALSE,montecito water district,2020,2023-01-01,2023-12-31,4943,4638,305,NA
1650,CA1910092,FALSE,monterey park  city of,2020,2023-01-01,2023-12-31,9665,9094,0,571
1656,CA4310006,FALSE,morgan hill  city of,2020,2023-01-01,2023-12-31,8346,19096,NA,NA
1660,CA4010011,FALSE,morro bay  city of,2020,2023-01-01,2023-12-31,1236,2267,0,0
1663,CA3010073,FALSE,moulton niguel water district,2020,2023-01-01,2023-12-31,30494,30494,NA,NA
4231,CA3910027,FALSE,mountain house community services district,2020,2023-01-01,2023-12-31,5411,5411,NA,NA
1671,CA4310007,FALSE,mountain view  city of,2020,2023-01-01,2023-12-31,11398,9118,0,2280
1684,NA,NA,municipal water district of orange county (mwdoc),2020,2023-01-01,2023-12-31,177578,177578,0,0
1697,CA3310051,FALSE,myoma dunes mutual water company,2020,2023-01-01,2023-12-31,4220,4220,NA,NA
1701,CA2810003,FALSE,napa  city of,2020,2023-01-01,2023-12-31,14903,12912,NA,1991
1718,"CA2910004, CA2910014, CA2910023, CA2910006, CA3110026, CA5810005",TRUE,nevada irrigation district,2020,2023-01-01,2023-12-31,210881,381346,NA,NA
1729,CA5010013,FALSE,newman  city of,2020,2023-01-01,2023-12-31,811,849,NA,0
1730,CA3010023,FALSE,newport beach  city of,2020,2023-01-01,2023-12-31,15817,15817,0,0
1731,CA4010026,FALSE,nipomo community service district,2020,2023-01-01,2023-12-31,2090,2267,NA,NA
1732,CA3310025,FALSE,norco  city of,2020,2023-01-01,2023-12-31,6700,14400,NA,NA
1739,CA4110025,FALSE,north coast county water district,2020,2023-01-01,2023-12-31,855.16,523.22,0,331.94
1748,CA2110003,FALSE,north marin water district,2020,2023-01-01,2023-12-31,9975,15913,0,0
1752,"CA3110036, CA3110001, CA3110023",TRUE,north tahoe public utilities district,2020,2023-01-01,2023-12-31,375,375,NA,NA
1756,CA1910191,FALSE,norwalk  city of,2020,2023-01-01,2023-12-31,2066,3694,0,0
1765,CA5010014,FALSE,oakdale  city of,2020,2023-01-01,2023-12-31,9145,9145,NA,NA
1777,CA3710014,FALSE,oceanside  city of,2020,2023-01-01,2023-12-31,28086,28086,0,0
1782,CA1510015,FALSE,oildale mutual water company,2020,2023-01-01,2023-12-31,9666.7,24575,NA,NA
1792,"CA5810003, CA5805001",TRUE,olivehurst public utilities district,2020,2023-01-01,2023-12-31,1605,6544,NA,NA
1793,CA3710029,FALSE,olivenhain municipal water district,2020,2023-01-01,2023-12-31,20648,20648,NA,NA
1795,CA3610034,FALSE,ontario  city of,2020,2023-01-01,2023-12-31,53774,45196,0,8578
1797,CA3010027,FALSE,orange  city of,2020,2023-01-01,2023-12-31,28765,28765,0,0
1803,CA3410016,FALSE,orangevale water company,2020,2023-01-01,2023-12-31,3885,3885,NA,NA
1804,CA1910101,FALSE,orchard dale water district,2020,2023-01-01,2023-12-31,1979,2107,NA,NA
1821,CA3710034,FALSE,otay water district,2020,2023-01-01,2023-12-31,36596,36596,NA,NA
1827,CA5610007,FALSE,oxnard  city of,2020,2023-01-01,2023-12-31,28540,28540,NA,NA
1838,CA3710037,FALSE,padre dam municipal water district,2020,2023-01-01,2023-12-31,11058,11058,NA,NA
1849,CA1910102,FALSE,palmdale water district,2020,2023-01-01,2023-12-31,19620,17475,NA,4316
1851,CA4310009,FALSE,palo alto  city of,2020,2023-01-01,2023-12-31,11298,6510,NA,4788
1859,CA0410007,FALSE,paradise irrigation district,2020,2023-01-01,2023-12-31,4122,12182,NA,NA
1866,CA1910105,FALSE,paramount  city of,2020,2023-01-01,2023-12-31,5491,5391,100,NA
1873,CA1910124,FALSE,pasadena  city of,2020,2023-01-01,2023-12-31,27625,31533,182,1129
1875,CA4010007,FALSE,paso robles  city of,2020,2023-01-01,2023-12-31,6207,6207,NA,NA
1877,CA5010017,FALSE,patterson  city of,2020,2023-01-01,2023-12-31,4726,5582,NA,NA
1894,CA4910006,FALSE,petaluma  city of,2020,2023-01-01,2023-12-31,10316,10316,NA,NA
1896,CA3610120,FALSE,phelan pinon hills community services district,2020,2023-01-01,2023-12-31,2833,2833,NA,NA
1899,CA1910042,FALSE,pico rivera  city of,2020,2023-01-01,2023-12-31,259583,308033,0,0
1900,CA1910125,FALSE,pico water district,2020,2023-01-01,2023-12-31,3354,3315,0,39
1923,CA4010008,FALSE,pismo beach  city of,2020,2023-01-01,2023-12-31,1833,1205,628,0
1925,CA0710008,FALSE,pittsburg  city of,2020,2023-01-01,2023-12-31,10311,11744,NA,NA
1927,"CA3110124, CA3110040, CA3110024, CA3110025, CA3110005, CA3110006, CA3110050",TRUE,placer county water agency,2020,2023-01-01,2023-12-31,140367,249100,NA,NA
1940,CA0110008,FALSE,pleasanton  city of,2020,2023-01-01,2023-12-31,17801,17801,NA,NA
1945,CA1910126,FALSE,pomona  city of,2020,2023-01-01,2023-12-31,28424,24801,0,3623
1953,CA5610009,FALSE,port hueneme  city of,2020,2023-01-01,2023-12-31,1935,1935,NA,NA
1954,NA,NA,port hueneme water agency,2020,2023-01-01,2023-12-31,4313,7195,NA,NA
1956,CA5410010,FALSE,porterville  city of,2020,2023-01-01,2023-12-31,3927,7856,0,0
1964,CA3710015,FALSE,poway  city of,2020,2023-01-01,2023-12-31,11595,11595,0,0
1983,CA4010002,FALSE,quartz hill water district,2020,2023-01-01,2023-12-31,4190,4190,0,0
1990,CA3710016,FALSE,rainbow municipal water district,2020,2023-01-01,2023-12-31,13974,18495,NA,NA
1996,CA3710019,FALSE,ramona municipal water district,2020,2023-01-01,2023-12-31,4896,5409,NA,NA
2000,CA3310038,FALSE,rancho california water district,2020,2023-01-01,2023-12-31,67347,75235,NA,NA
2031,CA5210004,FALSE,red bluff  city of,2020,2023-01-01,2023-12-31,4538,4538,0,0
2033,CA4510005,FALSE,redding  city of,2020,2023-01-01,2023-12-31,8657,11831,NA,NA
2035,CA3610037,FALSE,redlands  city of,2020,2023-01-01,2023-12-31,29644,34090,0,0
2037,CA4110022,FALSE,redwood city,2020,2023-01-01,2023-12-31,10766.71,6490.71,0,4276
2042,CA4010002,FALSE,reedley  city of,2020,2023-01-01,2023-12-31,1733,1733,NA,NA
2049,CA3610038,FALSE,rialto  city of,2020,2023-01-01,2023-12-31,11217,12900,NA,NA
2057,"CA3710044, CA3710018",TRUE,rincon del diablo municipal water district,2020,2023-01-01,2023-12-31,9149,9149,NA,NA
2060,CA3410018,FALSE,rio linda - elverta community water district,2020,2023-01-01,2023-12-31,2846,2846,NA,NA
2063,CA4810004,FALSE,rio vista  city of,2020,2023-01-01,2023-12-31,2146,2146,NA,NA
2074,CA5010018,FALSE,riverbank  city of,2020,2023-01-01,2023-12-31,4558,15944,0,0
2083,CA3310031,FALSE,riverside  city of,2020,2023-01-01,2023-12-31,85698,111223,NA,NA
2087,CA3610057,FALSE,riverside highland water company,2020,2023-01-01,2023-12-31,4868,5598,NA,NA
2103,CA4910014,FALSE,rohnert park  city of,2020,2023-01-01,2023-12-31,6672,10177,NA,NA
2107,CA1510018,FALSE,rosamond community service district,2020,2023-01-01,2023-12-31,2636,2407,229,NA
2111,CA3110008,FALSE,roseville  city of,2020,2023-01-01,2023-12-31,45380,59480,NA,NA
2115,CA1910194,FALSE,rowland water district,2020,2023-01-01,2023-12-31,12394,11727,0,667
2118,CA3310044,FALSE,rubidoux community service district,2020,2023-01-01,2023-12-31,5624,5624,NA,NA
2119,CA1910140,FALSE,rubio canyon land and water association,2020,2023-01-01,2023-12-31,1875,2419,0,0
2122,CA3610062,FALSE,running springs water district,2020,2023-01-01,2023-12-31,421,421,NA,NA
2130,CA3410020,FALSE,sacramento  city of,2020,2023-01-01,2023-12-31,122723,325200,NA,NA
2132,"CA3400473, CA3400106, CA3400101, CA3400156, CA3400173, CA3410002, CA3410029, CA3410704",TRUE,sacramento county water agency,2020,2023-01-01,2023-12-31,54087,91290,NA,NA
2140,CA3410001,FALSE,sacramento suburban water district,2020,2023-01-01,2023-12-31,33986,36000,NA,NA
2146,NA,NA,san antonio water company,2020,2023-01-01,2023-12-31,14571,14571,NA,NA
2149,NA,NA,san benito county water district,2020,2023-01-01,2023-12-31,6917,6225,0,692
2150,CA3610039,FALSE,san bernardino  city of,2020,2023-01-01,2023-12-31,50625,58219,NA,NA
2154,CA3610121,FALSE,san bernardino county service area 64 spring valley lake,2020,2023-01-01,2023-12-31,2743,2743,NA,NA
2891,CA3610125,FALSE,san bernardino county service area 70 j oak hills,2020,2023-01-01,2023-12-31,1625,1625,NA,NA
2156,NA,NA,san bernardino valley municipal water district,2020,2023-01-01,2023-12-31,26676,26676,NA,NA
2157,CA4110023,FALSE,san bruno  city of,2020,2023-01-01,2023-12-31,1642414,1917714,NA,NA
2158,CA5610017,FALSE,san buenaventura  city of (ventura),2020,2023-01-01,2023-12-31,16026,16962,NA,NA
2159,CA3010036,FALSE,san clemente  city of,2020,2023-01-01,2023-12-31,9388,9388,0,0
2160,CA3710020,FALSE,san diego  city of,2020,2023-01-01,2023-12-31,191901,191901,NA,NA
2161,NA,NA,san diego county water authority,2020,2023-01-01,2023-12-31,470163,638905,0,0
2162,CA3710021,FALSE,san dieguito water district,2020,2023-01-01,2023-12-31,7082,7082,0,0
2163,CA1910143,FALSE,san fernando  city of,2020,2023-01-01,2023-12-31,2891,3570,0,0
2164,"CA0110012, CA0110018, CA3810011",TRUE,san francisco public utilities commission,2020,2023-01-01,2023-12-31,78300,52980,NA,25320
2165,CA1910144,FALSE,san gabriel county water district,2020,2023-01-01,2023-12-31,7028,6503,0,525
3994,NA,NA,san gabriel valley municipal water district,2020,2023-01-01,2023-12-31,14370,1440,0,0
2167,"CA1910039, CA1910189",TRUE,san gabriel valley water company,2020,2023-01-01,2023-12-31,44634,42150,0,2484
2166,CA3610041,FALSE,san gabriel valley water company   fontana division,2020,2023-01-01,2023-12-31,43270,43270,NA,NA
2168,NA,NA,san gorgonio pass water agency,2020,2023-01-01,2023-12-31,29480,29480,NA,NA
2169,CA3310032,FALSE,san jacinto  city of,2020,2023-01-01,2023-12-31,3230,2963,0,267
2174,"CA4310019, CA4310020",TRUE,san jose  city of,2020,2023-01-01,2023-12-31,19666,17361,NA,2305
2175,"CA4310018, CA4310011",TRUE,san jose water company,2020,2023-01-01,2023-12-31,42677,42677,NA,NA
2179,CA3410021,FALSE,san juan water district,2020,2023-01-01,2023-12-31,53190,57640,NA,NA
2180,CA4410014,FALSE,san lorenzo valley water district,2020,2023-01-01,2023-12-31,1725,1725,0,0
2182,CA4010009,FALSE,san luis obispo  city of,2020,2023-01-01,2023-12-31,6593,10167,0,0
2184,NA,NA,san luis obispo county flood control and water conservation,2020,2023-01-01,2023-12-31,8730,8730,NA,NA
2205,CA1010029,FALSE,sanger  city of,2020,2023-01-01,2023-12-31,2161,2192,NA,0
2207,CA3010038,FALSE,santa ana  city of,2020,2023-01-01,2023-12-31,35748,35748,0,0
2209,CA4210010,FALSE,santa barbara  city of,2020,2023-01-01,2023-12-31,13160,44080,0,0
2210,CA4310012,FALSE,santa clara  city of,2020,2023-01-01,2023-12-31,18888,29686,0,0
2211,NA,NA,santa clara valley water district,2020,2023-01-01,2023-12-31,325000,335000,0,0
4993,"CA1910247, CA1910017, CA1910255, CA1910250, CA1910096, CA1910240",TRUE,santa clarita valley water agency,2020,2023-01-01,2023-12-31,76800,57980,22060,NA
2213,CA4410010,FALSE,santa cruz  city of,2020,2023-01-01,2023-12-31,2657,2657,NA,NA
2214,CA3710023,FALSE,santa fe irrigation district,2020,2023-01-01,2023-12-31,11124,11129,0,0
2215,CA1910245,FALSE,santa fe springs  city of,2020,2023-01-01,2023-12-31,7578,7399,0,179
2217,CA3010101,FALSE,santa margarita water district,2020,2023-01-01,2023-12-31,34073,45372,NA,NA
2218,CA4210011,FALSE,santa maria  city of,2020,2023-01-01,2023-12-31,14313,14313,0,0
2220,CA1910146,FALSE,santa monica  city of,2020,2023-01-01,2023-12-31,17000,16765,NA,3483
2222,CA5610011,FALSE,santa paula  city of,2020,2023-01-01,2023-12-31,4198,6215,NA,NA
2224,CA4910009,FALSE,santa rosa  city of,2020,2023-01-01,2023-12-31,20401,22660,NA,NA
2237,CA4410013,FALSE,scotts valley water district,2020,2023-01-01,2023-12-31,1121,1300,0,0
2241,CA3010041,FALSE,seal beach  city of,2020,2023-01-01,2023-12-31,3407,3407,0,0
2251,CA3010082,FALSE,serrano water district,2020,2023-01-01,2023-12-31,4233,4233,NA,NA
2260,CA1510019,FALSE,shafter  city of,2020,2023-01-01,2023-12-31,2000,2029,0,200
2273,CA4510006,FALSE,shasta lake  city of,2020,2023-01-01,2023-12-31,2637,1018,2939,0
2290,CA1910148,FALSE,sierra madre  city of,2020,2023-01-01,2023-12-31,2559,2499,0,60
2298,CA1910149,FALSE,signal hill  city of,2020,2023-01-01,2023-12-31,1958,2022,NA,NA
2323,CA2710011,FALSE,soledad  city of,2020,2023-01-01,2023-12-31,2176,148000,NA,NA
2326,CA4910012,FALSE,sonoma  city of,2020,2023-01-01,2023-12-31,2253,3288,0,0
2328,NA,NA,sonoma county water agency,2020,2023-01-01,2023-12-31,65020,65020,0,0
2330,CA4410017,FALSE,soquel creek water district,2020,2023-01-01,2023-12-31,3522,3522,NA,NA
2334,CA3010042,FALSE,south coast water district,2020,2023-01-01,2023-12-31,7016,7016,0,0
2337,"CA0410006, CA0410012",TRUE,south feather water and power,2020,2023-01-01,2023-12-31,2864,32220,NA,200
2341,CA1910152,FALSE,south gate  city of,2020,2023-01-01,2023-12-31,7649,11383,0,0
2343,CA3310017,FALSE,south mesa water company,2020,2023-01-01,2023-12-31,2557,2557,0,NA
2345,CA1910154,FALSE,south pasadena  city of,2020,2023-01-01,2023-12-31,5052,4572,0,480
2346,NA,NA,south san joaquin irrigation district,2020,2023-01-01,2023-12-31,31522,26448,0,5074
2348,CA0910002,FALSE,south tahoe public utility district,2020,2023-01-01,2023-12-31,5842,20924,NA,NA
2381,CA3910012,FALSE,stockton  city of,2020,2023-01-01,2023-12-31,34635,54800,NA,NA
2382,NA,NA,stockton east water district,2020,2023-01-01,2023-12-31,245661,78408,16129,151124
2401,"CA1910046, CA1910200, CA1910205",TRUE,suburban water systems - san jose hills,2020,2023-01-01,2023-12-31,23993,32481,0,0
2402,"CA1910059, CA1910174",TRUE,suburban water systems - whittier/la mirada,2020,2023-01-01,2023-12-31,16770,20032,0,0
2405,CA4810005,FALSE,suisun - solano water authority,2020,2023-01-01,2023-12-31,1141,1141,NA,NA
2419,CA1910157,FALSE,sunny slope water company,2020,2023-01-01,2023-12-31,4689,4192,0,497
2424,CA3510003,FALSE,sunnyslope county water district,2020,2023-01-01,2023-12-31,6917,6225,0,692
2425,CA4310014,FALSE,sunnyvale  city of,2020,2023-01-01,2023-12-31,20045,22605,0,0
2432,CA1810001,FALSE,susanville  city of,2020,2023-01-01,2023-12-31,712,2252,NA,NA
2437,CA3710025,FALSE,sweetwater authority,2020,2023-01-01,2023-12-31,19652,19652,NA,NA
2438,"CA4910028, CA4910004",TRUE,sweetwater springs water district,2020,2023-01-01,2023-12-31,540,796,NA,135
2444,"CA, CA3100029, CA3110010, CA0910012, CA3110011, CA3110043, CA3110013, CA3110044",TRUE,tahoe city public utilities district,2020,2023-01-01,2023-12-31,571,838,NA,NA
1408,CA3310074,FALSE,temescal valley water district,2020,2023-01-01,2023-12-31,6744,7179,NA,NA
2457,CA4010019,FALSE,templeton community services district,2020,2023-01-01,2023-12-31,1465,2212,0,100
440,CA,FALSE,test agency 3,2020,2023-01-01,2023-12-31,NA,NA,NA,NA
2466,CA0410008,FALSE,thermalito water and sewer district,2020,2023-01-01,2023-12-31,2398,8400,NA,NA
2469,CA5610020,FALSE,thousand oaks  city of,2020,2023-01-01,2023-12-31,10583,10583,0,0
2473,NA,NA,three valleys municipal water district,2020,2023-01-01,2023-12-31,70173,74233,0,0
2487,CA1910213,FALSE,torrance  city of,2020,2023-01-01,2023-12-31,18192,29643,0,0
2490,CA3010094,FALSE,trabuco canyon water district,2020,2023-01-01,2023-12-31,3353,3353,0,0
2496,CA3910011,FALSE,tracy  city of,2020,2023-01-01,2023-12-31,20716,19403,0,1313
2510,CA5610043,FALSE,triunfo sanitation district/oak park water service,2020,2023-01-01,2023-12-31,2220,2087,NA,222
2512,CA2910003,FALSE,truckee - donner public utilities district,2020,2023-01-01,2023-12-31,1805,7168,NA,NA
2516,CA5410015,FALSE,tulare  city of,2020,2023-01-01,2023-12-31,5961,5139,0,822
2523,"CA5510013, CA5510028, CA5510001, CA5510033, CA5510003, CA5510012, CA5500363, CA5510015, CA5510021, CA5510025, CA5510002",TRUE,tuolumne utilities district,2020,2023-01-01,2023-12-31,17801,23185,NA,NA
2524,CA5010019,FALSE,turlock  city of,2020,2023-01-01,2023-12-31,11263,12931,NA,NA
2528,CA3010046,FALSE,tustin  city of,2020,2023-01-01,2023-12-31,10841,10841,0,0
2530,CA3610049,FALSE,twentynine palms water district,2020,2023-01-01,2023-12-31,2838,6995,0,0
2536,CA2310003,FALSE,ukiah  city of,2020,2023-01-01,2023-12-31,2987,11534,0,299
2540,NA,NA,united water conservation district,2020,2023-01-01,2023-12-31,13499,13499,0,0
2541,CA3610050,FALSE,upland  city of,2020,2023-01-01,2023-12-31,20793,20793,NA,NA
2543,NA,NA,upper san gabriel valley municipal water,2020,2023-01-01,2023-12-31,63862,34779,NA,6386
2597,CA4810008,FALSE,vacaville  city of,2020,2023-01-01,2023-12-31,18346,18792,NA,5504
2602,CA3710002,FALSE,vallecitos water district,2020,2023-01-01,2023-12-31,5609,5609,NA,NA
2603,"CA4810007, CA4810021",TRUE,vallejo  city of,2020,2023-01-01,2023-12-31,28616,28941,NA,NA
2604,CA3710026,FALSE,valley center municipal water district,2020,2023-01-01,2023-12-31,19353,19353,0,0
2605,CA1910009,FALSE,valley county water district,2020,2023-01-01,2023-12-31,6493,7236,0,0
2610,CA4910013,FALSE,valley of the moon water district,2020,2023-01-01,2023-12-31,2794,3200,0,0
2618,CA1910166,FALSE,valley water company,2020,2023-01-01,2023-12-31,3268,4166,0,0
2626,CA1510029,FALSE,vaughn water company,2020,2023-01-01,2023-12-31,4953,7800,NA,750
2629,CA,FALSE,ventura county waterworks district no 01 - moorpark,2020,2023-01-01,2023-12-31,10267,12660,0,0
2631,CA5610023,FALSE,ventura county waterworks district no 08 - simi valley,2020,2023-01-01,2023-12-31,20820,22087,NA,NA
2633,CA1910167,FALSE,vernon  city of,2020,2023-01-01,2023-12-31,7200,8339,NA,NA
2635,CA3610052,FALSE,victorville water district,2020,2023-01-01,2023-12-31,25285,25285,NA,NA
2649,CA3710027,FALSE,vista irrigation district,2020,2023-01-01,2023-12-31,19472,19472,0,0
2661,CA1910234,FALSE,walnut valley water district,2020,2023-01-01,2023-12-31,22435,23625,0,0
2662,CA1510021,FALSE,wasco  city of,2020,2023-01-01,2023-12-31,1053,2100,NA,NA
2667,NA,NA,water facilities authority,2020,2023-01-01,2023-12-31,31910,28455,0,3455
2669,CA4410011,FALSE,watsonville  city of,2020,2023-01-01,2023-12-31,7750,21000,NA,0
2675,NA,NA,west basin municipal water district,2020,2023-01-01,2023-12-31,144040,144040,0,0
2679,CA1510022,FALSE,west kern water district,2020,2023-01-01,2023-12-31,14317,4400,8485,1432
2683,CA5710003,FALSE,west sacramento  city of,2020,2023-01-01,2023-12-31,14150,26296,NA,NA
2690,CA3610004,FALSE,west valley water district,2020,2023-01-01,2023-12-31,24326,27975,NA,NA
2691,CA4110027,FALSE,westborough water district,2020,2023-01-01,2023-12-31,312,157,0,155
2697,"CA3310036, CA3310076, CA3310049",TRUE,western municipal water district of riverside,2020,2023-01-01,2023-12-31,28747,33912,NA,NA
2704,CA3010064,FALSE,westminster  city of,2020,2023-01-01,2023-12-31,11564,11564,0,0
2723,CA1910173,FALSE,whittier  city of,2020,2023-01-01,2023-12-31,8820,8848,0,0
2751,CA4910017,FALSE,windsor  town of,2020,2023-01-01,2023-12-31,6105,4535,0,1570
2766,CA5710006,FALSE,woodland  city of,2020,2023-01-01,2023-12-31,13198,32633,NA,NA
4811,NA,NA,woodland-davis clean water agency,2020,2023-01-01,2023-12-31,20024,19653,NA,NA
2782,CA3010037,FALSE,yorba linda water district,2020,2023-01-01,2023-12-31,20360,20360,0,0
2789,CA4710011,FALSE,yreka  city of,2020,2023-01-01,2023-12-31,1907,7051,0,0
